vmacro00001	sp|O48920|ARF_VIGUN
vmacro01960	sp|A0A1P8B8F8|XYN5_ARATH
vmacro01961	sp|Q84WT5|XYN5L_ARATH
vmacro01962	sp|A0A1P8B8F8|XYN5_ARATH
vmacro01962	sp|A0A1P8B8F8|XYN5_ARATH
vmacro01964	sp|A9A3L9|RLMN_NITMS
vmacro01966	sp|P93484|VSR1_PEA
vmacro01967	sp|A8X2R2|ZFPL1_CAEBR
vmacro01968	sp|Q9C701|BUB32_ARATH
vmacro01969	sp|O80970|NPY2_ARATH
vmacro01970	sp|Q9FN11|LBD37_ARATH
vmacro01971	sp|Q8GXX0|ERV1_ARATH
vmacro01972	sp|Q9LH39|PHSD_ARATH
vmacro01973	sp|Q54GD8|PX24C_DICDI
vmacro01974	sp|F4K4L7|TAF4B_ARATH
vmacro01975	sp|Q6NQP4|LRR2_ARATH
vmacro01977	sp|Q8VZJ7|P4H9_ARATH
vmacro01979	sp|Q9FVU9|CSN5B_ARATH
vmacro01980	sp|O81760|P2C63_ARATH
vmacro01981	sp|A4FVI0|ZSWM7_DANRE
vmacro01982	sp|Q6PQJ9|5BPOR_DIGLA
vmacro01985	sp|P48786|PRH_PETCR
vmacro01986	sp|O82333|GH31_ARATH
vmacro01988	sp|Q9SR82|PP219_ARATH
vmacro01989	sp|Q9C6A9|CCA32_ARATH
vmacro01990	sp|Q8VXY4|TIPRL_ARATH
vmacro01992	sp|Q8L7W8|FUCO2_ARATH
vmacro01993	sp|Q9SFC7|FB135_ARATH
vmacro01994	sp|Q9LT67|BH113_ARATH
vmacro01995	sp|Q1G3M2|LYRM9_ARATH
vmacro01996	sp|C0HJG8|BSP_BOSSE
vmacro01997	sp|C0HJG8|BSP_BOSSE
vmacro01998	sp|Q9C6D2|MTK_ARATH
vmacro01999	sp|Q9C6D2|MTK_ARATH
vmacro02000	sp|Q71DJ5|LIP1_ARATH
vmacro02001	sp|Q66PF4|CGT_FRAAN
vmacro02002	sp|Q2KNL5|CADH1_OCIBA
vmacro02003	sp|Q54DD7|UNC50_DICDI
vmacro02005	sp|Q6NPD8|RTNLJ_ARATH
vmacro02006	sp|Q9SHU7|TIC21_ARATH
vmacro02007	sp|Q94C77|RPKL_ARATH
vmacro02008	sp|Q8L9J9|CAES_ARATH
vmacro02009	sp|Q94JT5|CYL2_ARATH
vmacro02009	sp|Q94JT5|CYL2_ARATH
vmacro02009	sp|Q94JT5|CYL2_ARATH
vmacro02010	sp|Q39211|NRPB3_ARATH
vmacro02011	sp|P42753|CCD31_ARATH
vmacro02012	sp|Q0JHU5|ERG1_ORYSJ
vmacro02013	sp|Q9LT75|PTN2A_ARATH
vmacro02014	sp|Q9LT75|PTN2A_ARATH
vmacro02015	sp|Q9FMH8|RD21B_ARATH
vmacro02016	sp|Q9AT54|SCGT_TOBAC
vmacro02016	sp|Q9AT54|SCGT_TOBAC
vmacro02017	sp|Q9AT54|SCGT_TOBAC
vmacro02017	sp|Q9AT54|SCGT_TOBAC
vmacro02018	sp|Q2V6J9|UFOG7_FRAAN
vmacro02019	sp|Q9AT54|SCGT_TOBAC
vmacro02020	sp|Q9AT54|SCGT_TOBAC
vmacro02021	sp|Q9AT54|SCGT_TOBAC
vmacro02022	sp|Q9AT54|SCGT_TOBAC
vmacro02023	sp|Q9AT54|SCGT_TOBAC
vmacro02024	sp|Q8W3P8|AOG_PHAAN
vmacro02024	sp|Q8W3P8|AOG_PHAAN
vmacro02025	sp|P42731|PABP2_ARATH
vmacro02026	sp|Q9FXA2|PABP8_ARATH
vmacro02027	sp|F4JKK0|SUD1_ARATH
vmacro02028	sp|Q0WSY2|FPP4_ARATH
vmacro02029	sp|Q93ZR6|WSD1_ARATH
vmacro02029	sp|Q93ZR6|WSD1_ARATH
vmacro02030	sp|Q93ZR6|WSD1_ARATH
vmacro02032	sp|Q93ZR6|WSD1_ARATH
vmacro02033	sp|Q93ZR6|WSD1_ARATH
vmacro02034	sp|O00567|NOP56_HUMAN
vmacro02035	sp|Q93ZR6|WSD1_ARATH
vmacro02036	sp|Q9FXA3|BH095_ARATH
vmacro02038	sp|Q93XX5|Y5713_ARATH
vmacro02039	sp|Q9FX99|Y1497_ARATH
vmacro02040	sp|Q8VY09|DJ1C_ARATH
vmacro02040	sp|Q8VY09|DJ1C_ARATH
vmacro02040	sp|Q8VY09|DJ1C_ARATH
vmacro02040	sp|Q8VY09|DJ1C_ARATH
vmacro02041	sp|Q9M7Q4|AI5L5_ARATH
vmacro02043	sp|Q8L983|COR28_ARATH
vmacro02045	sp|Q39161|NIR_ARATH
vmacro02046	sp|O65693|RBFA_ARATH
vmacro02047	sp|Q9T0J6|DUS3L_ARATH
vmacro02048	sp|Q8S8C6|BPC4_ARATH
vmacro02049	sp|Q96473|VATL_KALDA
vmacro02050	sp|Q9ES53|UFD1_RAT
vmacro02051	sp|Q944G9|ALFP2_ARATH
vmacro02053	sp|Q93YQ7|GUN24_ARATH
vmacro02053	sp|Q93YQ7|GUN24_ARATH
vmacro02054	sp|Q9SIV5|C3H19_ARATH
vmacro02055	sp|Q6DJ87|CC90B_XENTR
vmacro02056	sp|P43557|FMP32_YEAST
vmacro02057	sp|Q42600|C84A1_ARATH
vmacro02058	sp|O82567|AAPT1_ARATH
vmacro02058	sp|O82567|AAPT1_ARATH
vmacro02059	sp|Q9FH57|GATA5_ARATH
vmacro02060	sp|Q9ZSB1|SBT3A_ARATH
vmacro02061	sp|Q8VWF1|SH3P2_ARATH
vmacro02062	sp|A0A1P7Y0D0|SQS13_PANGI
vmacro02063	sp|Q8W4G3|DTX46_ARATH
vmacro02063	sp|Q8W4G3|DTX46_ARATH
vmacro02064	sp|P54454|YQEI_BACSU
vmacro02065	sp|A2WY46|EAR1_ORYSI
vmacro02066	sp|Q8L794|XK1_ARATH
vmacro02068	sp|Q9SJT9|COPA2_ARATH
vmacro02069	sp|P50876|R144A_HUMAN
vmacro02070	sp|Q9FKS4|ATR_ARATH
vmacro02070	sp|Q9FKS4|ATR_ARATH
vmacro02071	sp|Q9SDZ9|PPAF2_IPOBA
vmacro02072	sp|Q9SDZ9|PPAF2_IPOBA
vmacro02073	sp|Q9SCV9|BGAL3_ARATH
vmacro02074	sp|Q8CGC6|RBM28_MOUSE
vmacro02074	sp|Q8CGC6|RBM28_MOUSE
vmacro02075	sp|O65685|BLH6_ARATH
vmacro02076	sp|Q9SIW2|CHR35_ARATH
vmacro02077	sp|Q9SJT1|SAE2_ARATH
vmacro02078	sp|Q6NPM8|HIS7_ARATH
vmacro02080	sp|Q8GYX8|DNJ10_ARATH
vmacro02081	sp|C0Z2L5|BZP44_ARATH
vmacro02082	sp|F4IHJ0|SFH8_ARATH
vmacro02083	sp|Q93ZE9|SFH3_ARATH
vmacro02084	sp|Q94A94|DCDA2_ARATH
vmacro02085	sp|A9PDZ7|METK2_POPTR
vmacro02086	sp|A9PDZ7|METK2_POPTR
vmacro02087	sp|A7NVX9|METK2_VITVI
vmacro02088	sp|P51820|DRTS_SOYBN
vmacro02089	sp|P46301|RS25_SOLLC
vmacro02090	sp|Q84V03|FB348_ARATH
vmacro02091	sp|O48670|RER1A_ARATH
vmacro02092	sp|O42832|SPB1_SCHPO
vmacro02094	sp|Q8GY61|BH063_ARATH
vmacro02096	sp|A4VQH7|RUTD_PSEU5
vmacro02097	sp|A8GCT3|RUTD_SERP5
vmacro02098	sp|Q9LN49|KCS4_ARATH
vmacro02099	sp|F4JVB8|RADL1_ARATH
vmacro02100	sp|Q43472|GRP_HORVU
vmacro02101	sp|C0LGK4|Y2165_ARATH
vmacro02102	sp|Q8VZ37|AP3S_ARATH
vmacro02103	sp|F4IHL3|MTEF2_ARATH
vmacro02104	sp|Q83ED9|RL27_COXBU
vmacro02105	sp|Q9T034|SYFA_ARATH
vmacro02106	sp|Q9T034|SYFA_ARATH
vmacro02107	sp|P80269|NDUS8_SOLTU
vmacro02109	sp|Q8GUH2|Y1015_ARATH
vmacro02110	sp|Q9CAJ9|Y1385_ARATH
vmacro02111	sp|Q6NKZ9|Y4345_ARATH
vmacro02112	sp|O65902|ACAP1_ARATH
vmacro02112	sp|O65902|ACAP1_ARATH
vmacro02113	sp|P93398|GBB2_TOBAC
vmacro02114	sp|Q6Z382|COPG2_ORYSJ
vmacro02115	sp|Q9ZNQ8|PERK4_ARATH
vmacro02116	sp|P31022|RAB7_PEA
vmacro02117	sp|Q8VY05|SWI3D_ARATH
vmacro02118	sp|Q7XA67|MTN2_ARATH
vmacro02119	sp|Q9XI99|USPL1_ARATH
vmacro02120	sp|P93339|GBB_NICPL
vmacro02121	sp|P17772|OSS2_PEA
vmacro02122	sp|P93339|GBB_NICPL
vmacro02123	sp|P17772|OSS2_PEA
vmacro02124	sp|O65009|BNM2A_BRANA
vmacro02125	sp|Q9XI99|USPL1_ARATH
vmacro02127	sp|P0C2F6|RNHX1_ARATH
vmacro02128	sp|Q9SXA1|P4KA1_ARATH
vmacro02128	sp|Q9SXA1|P4KA1_ARATH
vmacro02128	sp|Q9SXA1|P4KA1_ARATH
vmacro02129	sp|Q9SXA1|P4KA1_ARATH
vmacro02130	sp|Q9SXA1|P4KA1_ARATH
vmacro02131	sp|Q8VZ80|PLT5_ARATH
vmacro02132	sp|Q8GUP1|CTF77_ARATH
vmacro02133	sp|Q6NLY8|HA22K_ARATH
vmacro02134	sp|Q93VG8|PPDEX_ARATH
vmacro02135	sp|Q9SDY5|RCE1_ARATH
vmacro02136	sp|Q6ZLK0|OST48_ORYSJ
vmacro02137	sp|Q9SYZ7|U496A_ARATH
vmacro02138	sp|Q9C8Y6|FBD5_ARATH
vmacro02139	sp|Q9SYZ7|U496A_ARATH
vmacro02140	sp|Q9SYZ7|U496A_ARATH
vmacro02141	sp|Q9SYZ7|U496A_ARATH
vmacro02142	sp|Q9SYZ7|U496A_ARATH
vmacro02143	sp|Q9Y263|PLAP_HUMAN
vmacro02144	sp|Q9FKQ1|DTX27_ARATH
vmacro02145	sp|Q9SX83|DTX33_ARATH
vmacro02146	sp|Q94B35|ISPH_ARATH
vmacro02147	sp|Q94B35|ISPH_ARATH
vmacro02148	sp|Q8H0U5|TIC62_ARATH
vmacro02149	sp|P0DPE1|EFMT4_BOVIN
vmacro02150	sp|Q949V6|ARI1_ARATH
vmacro02151	sp|Q9XII1|PDV2_ARATH
vmacro02154	sp|Q9XIA9|LACS2_ARATH
vmacro02155	sp|Q9XIA9|LACS2_ARATH
vmacro02155	sp|Q9XIA9|LACS2_ARATH
vmacro02155	sp|Q9XIA9|LACS2_ARATH
vmacro02156	sp|Q8GZP5|AOS3_SOLLC
vmacro02157	sp|O80462|XLG1_ARATH
vmacro02159	sp|Q6CMG4|DPH3_KLULA
vmacro02160	sp|Q851V5|Y3216_ORYSJ
vmacro02163	sp|Q8L3W1|VRN1_ARATH
vmacro02164	sp|Q9XIB5|REM19_ARATH
vmacro02165	sp|Q8L3W1|VRN1_ARATH
vmacro02168	sp|Q9FFF6|DIOX5_ARATH
vmacro02169	sp|Q9LY48|DIOX3_ARATH
vmacro02170	sp|Q9ZSA7|DLO2_ARATH
vmacro02171	sp|Q9ZSA7|DLO2_ARATH
vmacro02172	sp|Q9XIL5|PP154_ARATH
vmacro02173	sp|Q9ZQ85|EFM_ARATH
vmacro02174	sp|P93339|GBB_NICPL
vmacro02175	sp|Q9LHL3|LRP6C_ARATH
vmacro02176	sp|Q9FX85|PER10_ARATH
vmacro02177	sp|Q9C566|CYP40_ARATH
vmacro02178	sp|Q9BWG6|SCNM1_HUMAN
vmacro02179	sp|Q9SCS2|CAMK5_ARATH
vmacro02180	sp|Q9M2U3|ALPL_ARATH
vmacro02181	sp|Q7XA66|ZOP1_ARATH
vmacro02182	sp|Q0WRX3|SCP40_ARATH
vmacro02182	sp|Q0WRX3|SCP40_ARATH
vmacro02183	sp|Q0WRX3|SCP40_ARATH
vmacro02185	sp|Q5NUF4|HIDM_GLYEC
vmacro02187	sp|Q9SYZ7|U496A_ARATH
vmacro02188	sp|Q9SX78|CXE2_ARATH
vmacro02189	sp|Q9SX78|CXE2_ARATH
vmacro02190	sp|Q9ZQ91|CXE7_ARATH
vmacro02191	sp|Q9LJL3|PREP1_ARATH
vmacro02191	sp|Q9LJL3|PREP1_ARATH
vmacro02192	sp|Q94CL9|KRP7_ARATH
vmacro02193	sp|Q10QS9|Y3845_ORYSJ
vmacro02194	sp|Q0JP99|Y1341_ORYSJ
vmacro02195	sp|Q0JP99|Y1341_ORYSJ
vmacro02196	sp|Q0JP99|Y1341_ORYSJ
vmacro02197	sp|Q5KQI4|Y5814_ORYSJ
vmacro02198	sp|Q0JP99|Y1341_ORYSJ
vmacro02199	sp|Q0JP99|Y1341_ORYSJ
vmacro02200	sp|Q8BGC4|PTGR3_MOUSE
vmacro02201	sp|Q8BGC4|PTGR3_MOUSE
vmacro02202	sp|F8S296|ATG2_ARATH
vmacro02203	sp|Q93YN0|SCO2_ARATH
vmacro02204	sp|P40781|CYPR4_CYNCA
vmacro02205	sp|Q9LJK2|ABAH4_ARATH
vmacro02206	sp|O32107|YUID_BACSU
vmacro02207	sp|Q9SS43|MUC21_ARATH
vmacro02208	sp|Q10I20|XAT3_ORYSJ
vmacro02209	sp|Q9SS43|MUC21_ARATH
vmacro02210	sp|Q10I20|XAT3_ORYSJ
vmacro02211	sp|Q10I20|XAT3_ORYSJ
vmacro02212	sp|Q10I20|XAT3_ORYSJ
vmacro02213	sp|Q6P819|CNOT9_XENTR
vmacro02214	sp|Q9Z2Y8|PLPHP_MOUSE
vmacro02215	sp|Q9FJL0|SMC4_ARATH
vmacro02216	sp|D3ZTQ1|SFSWA_RAT
vmacro02217	sp|Q9C519|WRKY6_ARATH
vmacro02218	sp|Q9ZVP5|M3K18_ARATH
vmacro02220	sp|Q9SZ30|HIS4_ARATH
vmacro02221	sp|Q8H107|ODO2B_ARATH
vmacro02222	sp|Q6NUV0|RB3GP_DANRE
vmacro02223	sp|Q9FIA1|GDL87_ARATH
vmacro02224	sp|Q9FIA1|GDL87_ARATH
vmacro02225	sp|P92980|APR3_ARATH
vmacro02226	sp|Q8LEA0|LPXK_ARATH
vmacro02227	sp|Q9ULD4|BRPF3_HUMAN
vmacro02228	sp|M1C146|ATG8C_SOLTU
vmacro02229	sp|A7P0P3|CSPL3_VITVI
vmacro02230	sp|A8MRC7|B3GT2_ARATH
vmacro02235	sp|P49608|ACOC_CUCMA
vmacro02237	sp|Q9T0I8|MTN1_ARATH
vmacro02238	sp|Q9SY66|FRS11_ARATH
vmacro02241	sp|Q7XA67|MTN2_ARATH
vmacro02242	sp|Q8LDM2|PKSB_ARATH
vmacro02242	sp|Q8LDM2|PKSB_ARATH
vmacro02245	sp|P48583|ERD21_CAEEL
vmacro02246	sp|Q9SW48|INVB_ARATH
vmacro02248	sp|Q9M4S8|TPIC_FRAAN
vmacro02249	sp|Q69JZ7|XCT_ORYSJ
vmacro02250	sp|P45434|SSRA_ARATH
vmacro02251	sp|Q9T0I5|PRP4_ARATH
vmacro02252	sp|Q8GWX2|NIPA6_ARATH
vmacro02253	sp|Q8GWX2|NIPA6_ARATH
vmacro02254	sp|Q9SZP8|IF4B3_ARATH
vmacro02256	sp|A0A1P8B760|AMI4G_ARATH
vmacro02257	sp|Q84TH6|DIR23_ARATH
vmacro02258	sp|Q84TH6|DIR23_ARATH
vmacro02259	sp|Q84TH6|DIR23_ARATH
vmacro02260	sp|Q84TH6|DIR23_ARATH
vmacro02261	sp|Q84TH6|DIR23_ARATH
vmacro02262	sp|Q84TH6|DIR23_ARATH
vmacro02263	sp|Q84TH6|DIR23_ARATH
vmacro02264	sp|Q6DC64|MET16_DANRE
vmacro02265	sp|Q8L883|LAX5_MEDTR
vmacro02266	sp|A0A1P8B554|THLP1_ARATH
vmacro02267	sp|A0A1P8B8F8|XYN5_ARATH
vmacro02268	sp|F4I9E1|NFD4_ARATH
vmacro02269	sp|Q54IJ2|CTLHA_DICDI
vmacro02270	sp|Q9ZNT3|ADF5_ARATH
vmacro02271	sp|O48832|ERD7_ARATH
vmacro02272	sp|F1B281|EBIII_PETHY
vmacro02273	sp|Q9SCU9|BGA13_ARATH
vmacro02274	sp|Q28E45|MCM10_XENTR
vmacro02275	sp|Q6EP31|RAC5_ORYSJ
vmacro02276	sp|Q8GTS2|BZP23_ARATH
vmacro02277	sp|Q9SZN7|HIP26_ARATH
vmacro02278	sp|Q9FHE4|BRG1_ARATH
vmacro02279	sp|Q9FHW7|SKP1B_ARATH
vmacro02280	sp|Q3UDW8|HGNAT_MOUSE
vmacro02281	sp|P93004|PIP27_ARATH
vmacro02282	sp|Q54CU7|TPC2L_DICDI
vmacro02283	sp|P93768|PSMD3_TOBAC
vmacro02284	sp|P93768|PSMD3_TOBAC
vmacro02285	sp|Q8VH51|RBM39_MOUSE
vmacro02286	sp|Q9AQW1|REL2_ORYSJ
vmacro02287	sp|G5DBJ0|CPP1_NICBE
vmacro02289	sp|P26294|PDS_SYNE7
vmacro02290	sp|Q9FZ97|MUC70_ARATH
vmacro02291	sp|Q9UTE8|IES6_SCHPO
vmacro02292	sp|Q8H0U4|TNPO1_ARATH
vmacro02293	sp|Q15061|WDR43_HUMAN
vmacro02295	sp|Q8N7N5|DCAF8_MOUSE
vmacro02296	sp|Q8GWA9|PP157_ARATH
vmacro02297	sp|Q9FKS4|ATR_ARATH
vmacro02298	sp|Q8RWL6|STY17_ARATH
vmacro02299	sp|Q9SDA8|FBL10_ARATH
vmacro02300	sp|Q39108|GGR_ARATH
vmacro02301	sp|Q8GYU3|IYO_ARATH
vmacro02302	sp|Q3EBZ2|SKI23_ARATH
vmacro02303	sp|Q93ZY2|ROGF1_ARATH
vmacro02304	sp|Q2TBV6|CC124_BOVIN
vmacro02305	sp|P29162|ASOL_TOBAC
vmacro02307	sp|Q9SX98|LHTL8_ARATH
vmacro02308	sp|Q0V7Z5|SAU64_ARATH
vmacro02308	sp|Q0V7Z5|SAU64_ARATH
vmacro02309	sp|Q6NMM0|SAU61_ARATH
vmacro02310	sp|Q9SVE5|EXLA2_ARATH
vmacro02311	sp|Q9LZT5|EXLA3_ARATH
vmacro02312	sp|Q8LBB7|LOG5_ARATH
vmacro02313	sp|I1LPE9|NAC6_SOYBN
vmacro02317	sp|Q944A7|BSK1_ARATH
vmacro02318	sp|A0A178VBJ0|APSR1_ARATH
vmacro02320	sp|O65502|HC244_ARATH
vmacro02321	sp|Q949U4|OFT16_ARATH
vmacro02322	sp|Q8GWG0|GPAT9_ARATH
vmacro02323	sp|Q8GWG0|GPAT9_ARATH
vmacro02324	sp|Q8GWG0|GPAT9_ARATH
vmacro02325	sp|O23006|LYM2_ARATH
vmacro02326	sp|K7NBR2|C87DR_SIRGR
vmacro02327	sp|Q94743|SORCN_SCHJA
vmacro02328	sp|Q9SII8|DSK2B_ARATH
vmacro02329	sp|O65499|ZAT3_ARATH
vmacro02330	sp|Q7X9B9|NLP2_ARATH
vmacro02331	sp|Q9M612|NACA_PINTA
vmacro02332	sp|Q0WPZ6|PP158_ARATH
vmacro02333	sp|P56941|NPC1_PIG
vmacro02335	sp|P56941|NPC1_PIG
vmacro02335	sp|P56941|NPC1_PIG
vmacro02336	sp|P56941|NPC1_PIG
vmacro02337	sp|Q9SII6|PIX13_ARATH
vmacro02338	sp|P54797|TNG2_MOUSE
vmacro02339	sp|Q9XGM8|MGAT1_ARATH
vmacro02339	sp|Q9XGM8|MGAT1_ARATH
vmacro02340	sp|F4IMH3|NOC4_ARATH
vmacro02341	sp|P93006|P2C27_ARATH
vmacro02342	sp|A5A7I7|CDPK4_SOLTU
vmacro02343	sp|Q6ZL17|CSTR2_ORYSJ
vmacro02343	sp|Q6ZL17|CSTR2_ORYSJ
vmacro02344	sp|P37111|ACY1_PIG
vmacro02345	sp|Q9SZM1|EXP20_ARATH
vmacro02346	sp|P48021|HMDH_CAMAC
vmacro02347	sp|Q9SZL9|CSLD4_ARATH
vmacro02348	sp|Q940Y3|ARID3_ARATH
vmacro02349	sp|F4HVZ5|CSU2_ARATH
vmacro02350	sp|F4HVZ5|CSU2_ARATH
vmacro02352	sp|Q8JHZ8|PALD_CHICK
vmacro02352	sp|Q8JHZ8|PALD_CHICK
vmacro02352	sp|Q8JHZ8|PALD_CHICK
vmacro02353	sp|Q93VC9|CATB2_ARATH
vmacro02355	sp|P55826|PPOC_ARATH
vmacro02356	sp|Q9M115|ZDH16_ARATH
vmacro02357	sp|Q36795|SECA_SPIOL
vmacro02358	sp|Q36795|SECA_SPIOL
vmacro02358	sp|Q36795|SECA_SPIOL
vmacro02360	sp|Q6FSK3|SC231_CANGA
vmacro02361	sp|Q9ZVT9|C2GR1_ARATH
vmacro02364	sp|Q9LRP2|PT317_ARATH
vmacro02365	sp|Q41328|PTI1_SOLLC
vmacro02366	sp|Q9SMX9|SPL1_ARATH
vmacro02368	sp|Q5XFW6|WDR6_RAT
vmacro02369	sp|Q9LRP7|ATG8I_ARATH
vmacro02370	sp|Q76PD2|HEL2_SCHPO
vmacro02371	sp|Q6MRB2|TOLB_BDEBA
vmacro02372	sp|Q10B19|TRM13_ORYSJ
vmacro02374	sp|Q94K41|SDR3B_ARATH
vmacro02375	sp|Q3EAF9|P2C49_ARATH
vmacro02376	sp|P43288|KSG1_ARATH
vmacro02378	sp|Q8VYR7|BOR1_ARATH
vmacro02379	sp|Q2QZJ8|JAMYB_ORYSJ
vmacro02380	sp|Q8VZL6|SWC4_ARATH
vmacro02382	sp|O22898|LACS1_ARATH
vmacro02383	sp|O22899|PRP43_ARATH
vmacro02383	sp|O22899|PRP43_ARATH
vmacro02384	sp|Q9LZQ9|DEAH2_ARATH
vmacro02385	sp|Q43062|PME_PRUPE
vmacro02385	sp|Q43062|PME_PRUPE
vmacro02387	sp|B8BCZ8|FCA_ORYSI
vmacro02387	sp|B8BCZ8|FCA_ORYSI
vmacro02388	sp|O22900|WRK23_ARATH
vmacro02389	sp|O22901|BH151_ARATH
vmacro02390	sp|Q9C918|UBC38_ARATH
vmacro02391	sp|Q93XK2|STSYN_PEA
vmacro02392	sp|Q9SIC9|PP178_ARATH
vmacro02393	sp|Q99575|POP1_HUMAN
vmacro02394	sp|Q9C835|CP21D_ARATH
vmacro02395	sp|Q9FZ24|PPR4_ARATH
vmacro02396	sp|Q8RWW0|ALE2_ARATH
vmacro02398	sp|Q9S834|CLPP5_ARATH
vmacro02398	sp|Q9S834|CLPP5_ARATH
vmacro02399	sp|O64747|WRK35_ARATH
vmacro02402	sp|Q9LSP7|UBC32_ARATH
vmacro02403	sp|Q8S4P4|EZ3_MAIZE
vmacro02403	sp|Q8S4P4|EZ3_MAIZE
vmacro02403	sp|Q8S4P4|EZ3_MAIZE
vmacro02403	sp|Q8S4P4|EZ3_MAIZE
vmacro02404	sp|Q9LZQ0|CX5C2_ARATH
vmacro02405	sp|Q8VZF3|CGEP_ARATH
vmacro02406	sp|Q9NSI6|BRWD1_HUMAN
vmacro02406	sp|Q9NSI6|BRWD1_HUMAN
vmacro02407	sp|O22267|CKI1_ARATH
vmacro02408	sp|Q32L65|MARH2_BOVIN
vmacro02410	sp|Q94KD8|BXL2_ARATH
vmacro02411	sp|F4HXL0|PLIP2_ARATH
vmacro02412	sp|Q6NQH4|TAF13_ARATH
vmacro02413	sp|Q07762|RNH1_CRIFA
vmacro02414	sp|Q54V77|PYRG_DICDI
vmacro02417	sp|Q9SY66|FRS11_ARATH
vmacro02418	sp|Q3UDW8|HGNAT_MOUSE
vmacro02419	sp|O22478|IMA_SOLLC
vmacro02421	sp|Q8LG10|GAT15_ARATH
vmacro02436	sp|Q8RXK7|PME41_ARATH
vmacro02437	sp|Q8L9T5|ATL2_ARATH
vmacro02438	sp|I6YGS0|EPHA_MYCTU
vmacro02439	sp|P42791|RL182_ARATH
vmacro02440	sp|Q39659|MFPA_CUCSA
vmacro02442	sp|Q39644|LEA5_CITSI
vmacro02443	sp|Q9QXN3|TRIP4_MOUSE
vmacro02444	sp|Q9QXN3|TRIP4_MOUSE
vmacro02445	sp|O50017|PARP2_MAIZE
vmacro02446	sp|Q9M350|GACP4_ARATH
vmacro02446	sp|Q9M350|GACP4_ARATH
vmacro02447	sp|Q6YSY5|MTS1_ORYSJ
vmacro02448	sp|Q683I9|PP295_ARATH
vmacro02448	sp|Q683I9|PP295_ARATH
vmacro02449	sp|Q9M9W1|RL222_ARATH
vmacro02450	sp|Q9VI10|SMD2_DROME
vmacro02451	sp|Q9LZI2|UXS2_ARATH
vmacro02452	sp|C4Y4R9|MZM1_CLAL4
vmacro02453	sp|O22315|SR34_ARATH
vmacro02455	sp|B3H5Q1|BGL11_ARATH
vmacro02456	sp|O82239|RFI2_ARATH
vmacro02457	sp|Q8LGG8|USPAL_ARATH
vmacro02458	sp|Q9SRX9|BAH1_ARATH
vmacro02460	sp|Q7DM58|AB4C_ARATH
vmacro02461	sp|Q6YYB0|Y8359_ORYSJ
vmacro02462	sp|Q941I6|PMS1_ARATH
vmacro02462	sp|Q941I6|PMS1_ARATH
vmacro02463	sp|B9DGU7|TPK1_ARATH
vmacro02464	sp|O81283|TC159_ARATH
vmacro02465	sp|Q9SW70|SRP_VITRI
vmacro02466	sp|Q8RWY1|ALKB8_ARATH
vmacro02467	sp|Q946Y7|SYP61_ARATH
vmacro02468	sp|O82244|ALG3_ARATH
vmacro02469	sp|Q8L9P8|RLF33_ARATH
vmacro02470	sp|Q8L9P8|RLF33_ARATH
vmacro02471	sp|Q94DR2|COAE_ORYSJ
vmacro02472	sp|Q9FJY7|PP449_ARATH
vmacro02472	sp|Q9FJY7|PP449_ARATH
vmacro02473	sp|P30109|GSTF1_TOBAC
vmacro02473	sp|P30109|GSTF1_TOBAC
vmacro02473	sp|P30109|GSTF1_TOBAC
vmacro02474	sp|P46423|GSTF_HYOMU
vmacro02475	sp|P30109|GSTF1_TOBAC
vmacro02476	sp|P30109|GSTF1_TOBAC
vmacro02477	sp|Q93VB2|AT18A_ARATH
vmacro02478	sp|Q9FPT1|UBP12_ARATH
vmacro02478	sp|Q9FPT1|UBP12_ARATH
vmacro02479	sp|Q5JK32|HAK5_ORYSJ
vmacro02480	sp|Q9M7K4|POT5_ARATH
vmacro02482	sp|Q5JK32|HAK5_ORYSJ
vmacro02483	sp|Q9M7K4|POT5_ARATH
vmacro02483	sp|Q9M7K4|POT5_ARATH
vmacro02484	sp|O82248|NFYB5_ARATH
vmacro02485	sp|O57683|SF3B1_XENLA
vmacro02486	sp|Q9SCQ6|IDD2_ARATH
vmacro02487	sp|Q38796|LUMI_ARATH
vmacro02487	sp|Q38796|LUMI_ARATH
vmacro02488	sp|Q94AH6|CUL1_ARATH
vmacro02489	sp|A0A0P0X9Z7|CWZF7_ORYSJ
vmacro02489	sp|A0A0P0X9Z7|CWZF7_ORYSJ
vmacro02490	sp|Q9C6A1|MTEFE_ARATH
vmacro02491	sp|Q9C6A1|MTEFE_ARATH
vmacro02492	sp|Q9FK23|MTEF8_ARATH
vmacro02493	sp|Q8TB22|SPT20_HUMAN
vmacro02494	sp|Q8RX79|APG3_ARATH
vmacro02495	sp|Q84W91|C3H32_ARATH
vmacro02496	sp|Q9SA69|Y1301_ARATH
vmacro02497	sp|Q9LYC7|OTU5_ARATH
vmacro02498	sp|Q9LYC6|GRC11_ARATH
vmacro02499	sp|Q9C835|CP21D_ARATH
vmacro02500	sp|Q8VZK0|MIEL1_ARATH
vmacro02501	sp|O82256|COL13_ARATH
vmacro02502	sp|A7PTY8|CSPL8_VITVI
vmacro02503	sp|Q6K602|SWT15_ORYSJ
vmacro02506	sp|Q56XP4|NHX2_ARATH
vmacro02507	sp|Q9FVQ0|YUC10_ARATH
vmacro02509	sp|Q9SQT8|DHQSD_ARATH
